NU_INSCRICAO;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;TP_PRESENCA_CN;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
'190003048326';21;F;1;0;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;569.5;594.9;553.7;681.4;1;860;E;F;A;D;4;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
'190003048328';37;F;1;3;1;12;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;369.1;;;476.1;1;;B;B;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;B;A;A;A
'190003048338';26;M;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530.2;513.1;489.1;588.6;1;620;A;B;A;A;4;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;D;A;A;B
'190003048339';19;M;1;2;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;567.7;656.4;593.7;631.7;1;960;E;G;D;D;3;L;A;D;C;A;B;B;A;B;A;A;A;A;B;B;A;D;A;B;B
'190003048340';22;M;1;0;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;F;B;F;3;B;A;B;C;A;C;B;A;B;B;A;A;A;A;A;A;D;B;B;B
'190003048345';17;F;1;4;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;553.2;588.3;589.5;683.4;0;820;C;E;D;C;2;D;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
'190003048347';19;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;515.5;546.6;549.4;408.7;0;660;E;C;C;B;7;E;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
'190003048357';21;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;D;B;B;6;F;A;B;D;A;C;B;A;A;A;A;A;A;B;A;A;E;A;A;B
'190003048359';19;M;1;3;2;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;426.5;529.4;447.6;521.4;0;760;H;B;B;B;3;E;A;B;D;A;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B
'190003065493';19;F;1;1;2;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;445.7;568.9;490.7;439.3;1;600;D;E;A;D;3;G;A;C;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A
'190003065504';17;M;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;485.2;589.8;566.4;667.8;1;800;E;E;C;F;4;H;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190003065509';18;F;1;3;2;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;550;568.2;519.1;464.8;0;680;D;D;D;B;5;D;A;B;C;B;A;B;A;A;A;B;A;A;B;B;A;D;A;A;B
'190003065510';23;F;1;3;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;380.5;447.1;475.6;444;1;600;B;E;C;C;5;D;A;B;D;B;C;B;A;B;B;B;A;A;B;A;A;E;A;B;B
'190003065512';17;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;426.9;398.8;532.1;536.4;0;760;C;F;B;B;4;E;A;B;C;C;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
'190003045311';23;F;2;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;B;C;A;2;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
'190003045312';23;F;1;2;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;E;B;B;4;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190003045315';17;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;383.1;375.7;446.7;545.7;1;0;B;E;A;B;8;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190003045317';22;F;1;1;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;458;504.9;493.6;393.2;1;480;B;B;A;B;1;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
'190003045324';18;M;1;4;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;421.2;458.1;493;572.2;0;660;E;E;A;B;5;C;A;B;D;A;A;B;B;B;B;A;A;A;B;B;A;B;A;B;B
'190003045330';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;473.4;563.5;534.2;545.9;1;600;E;E;D;B;5;E;A;C;D;B;A;B;A;B;B;B;A;A;C;A;A;E;A;A;B
'190003045341';20;M;1;3;2;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;451.5;396.5;491.7;426.8;0;560;E;B;B;A;5;E;A;B;C;B;B;B;A;A;A;A;A;A;A;A;A;D;A;A;B
'190003045344';19;M;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;507.9;473.6;433.9;576.7;0;580;E;E;B;B;5;D;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;D;A;B;B
'190003045354';19;M;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;470;389.5;511;524.7;0;420;E;G;B;C;4;H;A;B;D;B;A;B;B;B;B;A;A;A;C;A;A;E;B;C;B
'190003048202';27;M;1;3;1;10;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;533.3;576.2;557.9;515.9;1;620;D;F;C;D;4;C;A;B;C;A;C;B;A;B;A;B;A;A;C;B;A;E;A;B;B
'190003048207';16;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;555.2;565.6;534.9;618.8;0;620;G;G;D;E;4;I;A;C;E;B;A;B;B;B;A;B;A;A;B;A;B;D;B;B;B
'190003048208';26;M;1;3;1;9;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;585.6;598.1;589.6;664.1;0;680;E;E;C;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
'190003048215';23;M;1;1;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;464.9;339.8;348.3;455.4;1;600;F;G;F;F;5;C;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;A;A;B;B
'190003045366';23;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;415.5;402.5;368.1;383.8;0;420;C;C;A;A;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003045373';24;M;1;3;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;416;515.5;;1;0;B;E;A;D;6;C;A;B;D;A;B;B;A;B;A;A;B;A;B;B;A;D;A;A;A
'190003045375';20;F;1;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;486.6;490.9;540.5;499.6;0;560;C;C;A;A;6;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190003045376';20;F;2;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;558.8;555;556.2;437.5;0;740;C;E;A;A;1;D;A;C;B;A;A;B;B;A;A;B;A;B;B;B;A;C;A;A;B
'190003045392';18;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;539.4;517.5;579.2;478.3;1;720;D;E;A;C;2;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B
'190003048260';29;F;1;3;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;B;B;B;6;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A
'190003048269';30;F;0;3;1;11;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;505.6;466.5;504.8;409.3;1;560;B;F;A;B;4;C;A;B;C;A;B;B;B;A;A;B;A;A;B;B;A;B;A;A;B
'190003048281';17;M;1;3;1;0;2;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;515.9;486.6;520.2;504.5;1;520;G;E;E;B;2;M;B;B;D;B;A;B;B;B;B;B;A;A;C;A;A;D;A;A;B
'190003048285';24;F;1;2;1;0;2;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;H;D;A;B;5;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;B;B;B
'190003048286';22;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;365;472.5;482.3;393;1;460;B;D;F;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
'190003048287';45;M;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;468.7;593.3;520.3;614.2;1;540;C;B;A;A;5;G;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
'190003048289';18;M;1;2;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;473.7;543.1;498.8;557.1;1;480;C;B;A;A;4;B;A;B;C;A;B;A;B;A;A;A;A;A;B;A;A;B;A;A;B
'190003048292';21;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;426.2;371.9;502.8;421.6;1;500;E;D;F;A;4;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003048300';17;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;487.3;509.5;541.8;567.3;0;680;G;F;C;B;5;G;A;C;C;B;A;B;A;B;A;B;A;B;B;B;A;D;A;B;B
'190003048303';17;M;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;450.8;460.6;496.6;386.9;1;560;D;G;D;D;2;F;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B
'190003048305';40;F;0;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;A;A;A;7;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003048309';24;M;2;4;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;456.1;468.9;498.4;513.7;0;560;C;B;A;B;4;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003065456';19;M;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;569.5;505;537.4;500.9;1;500;D;D;B;B;5;C;A;B;D;B;B;B;B;B;B;B;A;A;D;B;B;E;A;A;B
'190003065475';20;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;367.9;411.2;473.5;570;1;660;D;F;D;D;7;F;A;B;C;A;C;B;A;A;A;A;A;A;B;A;A;D;A;A;A
'190003065477';33;F;1;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;405.1;409.1;477.2;388.5;1;500;B;C;A;A;5;C;A;B;D;A;A;B;A;B;A;A;B;A;B;A;A;D;B;A;B
'190003065483';21;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;D;E;B;C;3;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;D;A;B;B
'190003065484';18;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;586.6;561.2;592.9;616.9;0;580;B;E;C;B;3;E;A;B;C;A;B;B;B;A;A;B;A;A;B;B;A;C;A;B;B
'190003045397';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;455.9;506.3;517.7;477;0;560;B;E;A;A;5;A;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;B;B
'190003045403';36;F;0;4;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;420.6;568.9;538.7;433.6;1;260;A;A;A;A;4;F;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;C;A;C;B
'190003045410';30;M;0;3;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;531.3;521.2;528.9;659.6;1;620;E;E;D;D;3;E;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;B;B
'190003045415';17;M;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;491.4;521.7;545.6;450.7;0;620;E;E;D;D;4;E;A;B;C;B;B;B;B;B;B;B;A;A;C;A;A;D;A;B;B
'190003045422';21;F;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;494.2;489.7;474.1;508.7;1;560;C;F;B;B;2;E;A;C;E;A;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B
'190003045441';22;F;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;549.7;585.7;536.5;572.6;1;960;B;B;A;A;2;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190003045451';42;M;0;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;423.1;420.5;528.5;585.3;1;480;B;A;A;A;3;D;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190003048314';31;M;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;B;A;A;3;A;A;C;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
'190003048315';20;F;1;3;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;519.5;568.6;569;552.9;1;660;F;F;E;D;4;D;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;E;A;C;B
'190003048238';19;F;1;3;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;407.1;402.8;484.7;427.5;1;940;B;B;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190003048242';19;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;441.9;464.3;507.3;436.5;0;560;H;D;F;B;2;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
'190003048254';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;532.7;580.7;564.4;626.2;1;900;D;H;A;F;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
'190003062532';20;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;D;B;4;H;A;B;C;B;B;B;B;B;A;B;A;A;B;A;B;D;A;A;B
'190003062536';17;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;560.5;620.7;632.3;693.6;1;820;A;C;A;B;2;C;A;B;C;A;B;B;B;B;A;A;A;A;C;A;A;B;A;B;B
'190003062541';32;F;2;3;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;444.9;408.1;430.7;425.4;1;500;B;C;A;A;5;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
'190003062542';16;F;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;515.4;508.9;497.6;482.8;0;760;H;E;F;B;3;G;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B
'190003062544';17;F;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;445.8;422.1;488.4;436;1;520;B;G;A;A;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;B;A;B;A;A;B
'190003062549';20;M;1;3;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;359.3;335.7;;1;440;E;D;A;A;6;C;A;B;D;B;B;B;A;A;A;A;A;A;B;B;A;E;A;A;A
'190003062550';20;M;1;3;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;F;F;E;D;1;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190003062552';22;F;2;1;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;461.9;527.3;543.5;489.2;0;640;D;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190003062554';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;562.9;635.7;631.8;647.6;1;900;E;D;B;B;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190003062556';17;F;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;486.6;562.3;549.6;462.1;1;880;D;E;D;B;3;C;B;D;D;C;A;C;C;B;A;B;A;A;C;A;A;D;B;C;B
'190003062560';36;F;2;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;3;C;A;C;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190003062576';27;F;1;3;1;10;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;541.5;580.2;549.5;545.2;1;580;C;E;C;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003062577';20;F;1;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;581.6;598.9;580.7;722.9;1;800;E;F;D;B;4;G;A;E;C;B;B;B;B;B;A;B;A;B;E;A;A;E;A;A;B
'190003065395';21;F;1;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;482.2;449.7;559.1;454.9;0;520;B;D;A;A;3;B;A;C;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190003065397';34;M;2;2;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;391.9;451.1;460.2;363.1;1;340;G;G;D;D;5;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
'190003065406';31;F;1;3;1;9;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;B;A;A;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
'190003065407';21;M;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;633.7;589.2;609.3;737.2;0;780;G;G;D;D;4;J;A;B;B;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
'190003065409';23;F;1;3;2;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;C;A;B;3;B;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;A
'190003065424';18;M;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;587.2;567.5;506;563.7;0;720;B;E;A;B;5;E;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;E;A;A;B
'190003065426';22;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;E;A;C;2;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190003065429';20;F;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;572.4;604.4;556.3;629.8;0;820;G;E;E;D;2;F;A;C;C;B;A;B;A;B;A;B;A;A;B;B;A;C;A;B;B
'190003065430';19;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;535.4;576.2;546;530.4;0;640;E;E;D;D;4;G;A;C;D;B;B;B;B;A;A;A;A;A;C;A;A;D;A;B;B
'190003065434';22;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;342.8;344.2;353.3;529.6;1;440;H;B;B;B;6;E;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;D;A;A;B
'190003065437';24;F;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;H;E;F;D;4;D;A;C;D;A;C;B;B;B;B;B;A;A;D;B;A;D;A;B;B
'190003065631';33;M;3;3;1;13;1;2;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;C;F;F;3;C;A;C;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190003065633';19;F;1;3;2;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;476;538.3;547;457.9;0;720;F;E;F;D;2;C;A;B;E;A;C;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190003068463';22;F;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;448.4;467;506.5;504.7;1;600;H;B;F;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190003068475';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;433;476;515.8;572.8;1;380;C;E;A;A;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190003068482';22;F;1;2;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;A;A;4;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190003068491';20;F;0;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;348.2;457.8;509.1;416.6;1;880;D;D;D;D;3;C;A;D;C;A;B;B;B;A;A;A;A;A;A;A;A;C;A;B;B
'190003068492';15;F;1;3;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;432.1;432.4;426.2;460.4;1;600;E;E;D;B;2;D;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;B;B
'190003068500';20;M;1;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;547.5;561.7;568.4;596.2;1;640;E;E;D;F;5;H;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
'190003045561';20;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;H;F;F;B;6;D;A;C;D;A;C;B;A;C;A;B;A;A;C;A;A;D;A;B;B
'190003045568';17;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.7;355.5;481.2;429.9;0;560;B;E;B;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B
'190003045574';17;M;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;556.4;561.8;580.2;713.1;0;640;G;G;D;F;4;G;A;C;C;B;A;B;A;B;A;A;A;A;C;B;A;E;A;C;B
'190003045577';26;F;1;2;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;425.2;538.3;560.9;415.3;1;520;H;H;A;A;3;D;A;B;C;A;A;B;A;A;A;B;A;A;B;B;B;C;A;A;B
'190003045589';21;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;409.9;502.1;;0;560;H;E;F;C;1;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
'190003045590';23;F;3;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;497;476;526.2;372.1;1;420;H;E;A;B;4;F;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190003045605';23;F;1;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;C;A;A;3;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
'190003048472';26;F;0;2;1;9;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;491.1;555.2;535.8;517.5;0;580;D;D;B;B;3;C;A;B;B;A;A;B;A;B;A;B;A;A;B;B;A;C;A;A;B
'190003048475';19;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;380.3;449.9;397.4;508;0;460;B;E;B;B;4;C;C;C;D;A;A;B;A;B;B;A;A;A;B;B;A;D;A;A;B
'190003065516';33;M;2;3;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;388.6;380;433.3;444.4;1;0;B;D;C;F;4;B;A;B;C;A;A;A;A;B;A;A;A;A;B;A;B;B;A;A;A
'190003065525';19;F;1;4;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;A;A;3;C;A;B;D;A;B;B;B;A;A;A;A;A;B;A;B;D;A;B;B
'190003065526';26;M;1;3;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;402.2;482.1;468.6;403.2;1;580;C;E;A;B;2;C;A;B;D;A;B;B;B;B;A;A;A;A;A;A;A;C;A;A;B
'190003065537';19;M;1;3;1;0;2;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;386.7;355.2;417.9;466.3;1;420;C;E;A;B;4;C;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
